PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
PATRYCJA,MARIA,SAKEVYCH,20-06-1951
ANETA,WERONIKA,FLORKIEWICZ,20-10-1997
KATARZYNA,MARIA,ŁUKOWIAK,14-01-1955
HALSZKA,KATARZYNA,PIEKARSKA,10-08-1931
URSZULA,TERESA,ANIOŁCZYK,11-01-1959
SYLWIA,MAGDALENA,DRZYMAŁA,27-06-1927
ADRIANNA,WIKTORIA,WOLNY,12-03-2023
KATARZYNA,IZABELA,KAPICA,11-06-1999
MAŁGORZATA,WERONIKA,DZIĘGIEL,16-01-1997
DOROTA,JADWIGA,ZADRÓŻNA,06-09-2000
AGNIESZKA,JULIA,GŁODOWSKA,25-06-1992
KRYSTYNA,TERESA,RADOMSKA,31-03-1959
BARBARA,MONIKA,CHOJNACKA,26-03-1938
WIESŁAWA,ANNA,BIZOŃ,02-02-2001
KRYSTYNA,DANUTA,KONIECZNA,25-01-2002
CELINA,GRAŻYNA,SHEPEL,02-01-1937
ALICJA,PATRYCJA,FILIPOVA,19-12-2011
ALINA,AGNIESZKA,NITA,06-11-2023
NICOL,ELŻBIETA,TRYZNA,27-02-1933
WANDA,DANUTA,KULIŃSKA,13-12-2006
TERESA,JOANNA,CIOŁKA,20-02-1953
MARIOLA,ALEKSANDRA,KOZŁOWSKA,30-11-1989
KLAUDIA,ZOFIA,KRÓLAS,20-05-1991
PHUONG,DOMINIKA,MISIORA,06-06-1996
JOANNA,MARIA,MAKOWSKA,21-07-2000
KATARZYNA,MARIA,HAJZER,08-05-1925
ALEKSANDRA,MARTYNA,WOJTASIK,11-12-2014
WIOLETTA,NIKOLA,CORA,21-10-1940
GRAŻYNA,MARIA,ZAREMBA,28-12-1947
MONIKA,BOŻENA,PODLASIN,06-07-2007
URSZULA,ANDŻELIKA,KUBIK,05-06-2021
TERESA,BARBARA,BARSZCZEWSKA,25-02-2014
KAROLINA,TERESA,URBAŃSKA,20-04-1932
JULIA,DANIELA,KOŁODZIEJ,19-01-1982
EWA,WANESSA,KUBIK,05-01-1970
IWONA,KAROLINA,LOBA,06-08-1936
ANETA,BEATA,STELĘGOWSKA,25-01-2021
JOANNA,HALINA,MATUKEVICH,23-01-1990
MAŁGORZATA,WIKTORIA,RUTKOWSKA,31-03-2009
JULIA,IZABELA,KUĆ,12-11-1958
JULIA,JOLANTA,ŁAGOWSKA,09-07-1924
MARIA,JOANNA,KARIAVKA,03-11-1984
VERA,KATARZYNA,LIEVSHAKOVA,28-03-1940
STEFANIA,MARTA,TABESH,10-04-1986
JADWIGA,MAGDALENA,TOMASIUK,04-01-1969
AGNIESZKA,BOGUSŁAWA,BUDZIKOWSKA,08-03-2020
TETIANA,STEFANIA,CARUK,10-11-1941
ALEKSANDRA,ZOFIA,WYDRYCH,25-11-2007
PATRYCJA,ANIELA,VOITOVYCH,24-04-1967
ALEKSANDRA,MARIA,BOCHIŃSKA,03-12-2017
EWA,PAULINA,PIĄTEK,26-07-1946
ALICJA,KATARZYNA,ANPILOHOVA,23-08-1987
AGATA,ELŻBIETA,JACH,12-01-1936
JOLANTA,GENOWEFA,KUPKA,22-05-1990
ANASTASIIA,MARIA,MIELCZAREK,11-04-1972
MAŁGORZATA,AGNIESZKA,FURMANEK,17-11-1976
KAROLINA,BERNADETTA,KUBICKA,03-02-1965
IRYNA,BARBARA,PRUSZYŃSKA,28-04-1971
BEATA,KATARZYNA,SKLORZ,26-08-1972
SYLWIA,KATARZYNA,OKLESIŃSKA,09-09-2006
EMILIA,MAŁGORZATA,HASS,31-08-1946
MAGDALENA,WANDA,TRUŚCIŃSKA,11-01-1962
KAJA,MAGDALENA,DĘBSKA,12-03-1968
NATASZA,IWONA,REJMAN,02-04-2021
GRAŻYNA,MARIA,TKACHENKO,09-05-1966
KATARZYNA,MARIA,KASPRZYK,03-07-2016
MARTYNA,BARBARA,HLADYSHEVA,21-03-1972
NATALIA,MARIA,GAWRON,07-03-2021
EWELINA,WERONIKA,CISZAK,31-07-1940
EWA,MONIKA,PRZEWOŹNIAK,06-08-1987
GRAŻYNA,EMILIA,MATUSZAK,09-12-1949
MAŁGORZATA,BARBARA,ROMANOWSKA,03-12-1942
ANNA,ALEKSANDRA,KLINNER,16-06-1932
HALINA,WERONIKA,ZIMROZ,07-10-1972
AGNIESZKA,DANUTA,LAVDANSKA,06-12-1983
BEATA,MARIA,WALENDZIK,06-04-1990
JULIA,ZYTA,GRACA,16-09-1938
KRYSTYNA,ALEKSANDRA,RAWSKA,30-05-1948
BEATA,ANTONINA,ZAŁOGA,21-09-1969
ANNA,TERESA,KUCZMA,13-01-1961
ZOFIA,KRYSTYNA,BILETSKA,11-08-1962
JOANNA,MONIKA,LEMIESZKA,12-02-2011
MAŁGORZATA,KATARZYNA,DŁUGOSZ,26-07-1976
MARIA,ALICJA,HOŁYSZ,03-07-2013
WANDA,STANISŁAWA,STACHYRA,26-10-1965
ANITA,ANNA,OSIŃSKA,25-11-2020
IZA,MARIANNA,POSPIECH,05-10-1948
DOROTA,MARIA,GRZYWNA,07-12-1995
JOANNA,MARIA,JARZĘBOWSKA,26-05-1985
AMELIA,ZOFIA,GAPIŃSKA,17-10-2018
IRENA,MONIKA,KUC,22-08-2001
HALINA,MONIKA,WÓJTOWICZ,04-04-1988
ANNA,WŁADYSŁAWA,BOMERSBACH,02-06-1962
TERESA,MAŁGORZATA,HLUSHKO,03-08-2013
RENATA,MAGDALENA,MARKEWYCZ,17-03-1989
NATALIA,MAGDALENA,OWCZARSKA,09-10-1946
MAŁGORZATA,MARIA,ANDRZEJCZUK,11-10-1971
KRYSTYNA,NATALIA,CICHOWSKA,29-07-1987
DOMINIKA,KRYSTYNA,ŚWIENTEK,07-03-1945
KAROLINA,ANNA,LIS,26-05-1973
OLENA,WIKTORIA,NOWAKOWSKA,21-05-2022
AMELIA,ANNA,GARDIAN,17-07-1987
ELŻBIETA,MARIA,HYNEK,18-07-2023
AGNIESZKA,CECYLIA,MARCHEWKA,05-03-1955
JAGODA,MAŁGORZATA,GĄTA,26-11-2021
NATALIA,MIECZYSŁAWA,SZOKA,27-03-1989
KLAUDIA,MARIA,MĘDRZYCKA,28-05-2015
ALEKSANDRA,BOGNA,PASZKOWIAK,01-11-2013
MAGDALENA,KATARZYNA,ŻELAZNA,13-12-1942
AMELIA,KAROLINA,DZIECHCIARSKA,08-04-1967
LAURA,MARIA,NAZARENKO,11-04-2020
JOANNA,PAULINA,PISULA,14-09-1978
GRAŻYNA,KRYSTYNA,KOŁODZIEJCZYK,23-02-1945
SYLWIA,MAGDALENA,SZTOMBER,06-10-1992
OKSANA,TERESA,CICHOSZ,03-10-1994
KATALAYA,AGNIESZKA,KACZMAREK,16-05-1971
JANINA,KRYSTYNA,CZECHAŃSKA,11-03-1942
JANINA,WALERIA,WYSOCKA,27-11-1988
JADWIGA,MARIOLA,ŁYŻWA,24-03-1957
MARIA,AGNIESZKA,FRAUENFELDER,06-10-1969
HANNA,MELANIA,OLESZCZUK,18-05-1992
MARIA,MAŁGORZATA,CICHEWICZ,27-05-1985
MEGHNA,JUSTYNA,KITA,12-07-1928
MICHALINA,EWA,MIOTŁA,14-08-1951
GRAŻYNA,KAMILA,HODÓR,11-01-2022
NATALIA,ALICJA,ŁOJSZCZYK,18-10-2023
OKSANA,TERESA,PRABUCKA,25-10-1929
RENATA,KATARZYNA,PANKO,12-01-2024
ZUZANNA,NATALIA,BRACISZEWSKA,15-08-1989
WIKTORIA,KATARZYNA,PIERZYNOWSKA,18-11-1955
ANNA,ANNA,ULATOWSKA,02-11-1955
BOŻENA,WIESŁAWA,SEMYTS,15-11-1950
KAROLINA,CELINA,CHOSZCZ,20-03-1953
NATALIIA,TERESA,PIASECKA,19-07-1935
ALEKSANDRA,JADWIGA,BASOVA,15-03-1957
HELENA,ANNA,MALINOWSKA,30-08-1998
ZUZANNA,DARIA,GROELE,18-03-1973
DANIELA,JUSTYNA,MAKOWSKA,26-12-1949
KRYSTYNA,RÓŻA,KONECKA,18-06-2011
MARZENA,ANNA,ROSIAK,09-03-1971
AGATA,MARIA,JEŻEK,02-05-1928
LILIANNA,MARIA,WAWRZYNIAK,02-06-1994
KAROLINA,WERONIKA,JANUCHTA,19-09-2015
AMELIA,ANNA,CZECH,15-06-1996
MARIIA,DOROTA,GIDZIŃSKA,23-12-1937
MICHALINA,ANITA,KASZUBA,08-09-1988
EMILIA,MARIOLA,DAUM,13-06-2019
JADWIGA,DOMINIKA,GOŁKOWSKA,30-04-1950
MARTYNA,ANNA,PANKIEWICZ,02-01-1925
JÓZEFA,LILIANNA,CYTAWA,01-02-1959
ZOFIA,MAŁGORZATA,DZIEMIAN,21-07-1928
IRENA,DOROTA,SYGULKA,06-02-1943
MICHALINA,STEFANIA,MALISZEWSKA,08-03-2005
SYLWIA,MARTA,RĄPAŁA,16-11-2006
MARIIA,AGNIESZKA,BANEL,13-08-1964
MYROSLAVA,MARIA,PAWLUS,13-05-2013
IRENA,KATARZYNA,BIADAŁA,27-12-1937
GRAŻYNA,ANNA,PORZUCEK,05-10-2010
MARTYNA,BARBARA,OSĘKA,17-12-1961
SYLWIA,ANNA,SYKUŁA,05-06-1948
BARBARA,MARZENA,WNUK,21-06-2004
JANINA,EWELINA,SZPEFLIK,14-02-2012
FLORENCIA,MARIA,LIGGETT,15-02-2014
KRYSTYNA,MIRELA,LOBKO,15-08-1964
WALENTYNA,HELENA,KOCEL,06-10-1942
JOANNA,DANUTA,GODOWSKA,25-12-2007
MARIANNA,ANNA,JANIK,30-07-2005
ZOFIA,STANISŁAWA,WOLDENBERG,04-04-1991
JANINA,HALINA,DMOCH,14-05-1988
JULIA,MIROSŁAWA,WIELIKDZIEŃ,11-12-1993
JOANNA,ANNA,PAZDERSKA,28-07-1975
MARYNA,SARA,BŁASZKOWSKA,24-05-1976
SYLWIA,ANASTAZJA,MULARCZYK,26-03-1929
BEATA,ZOFIA,BRODOWY,03-12-1931
GRAŻYNA,EWA,MROCZEK,12-09-1927
SYLWIA,ANNA,GÓRECKA,19-11-2015
ANGELIKA,LEOKADIA,BEDNARZ,09-03-2005
ANNA,DOROTA,BOWANKO,19-06-1965
EWELINA,AGATA,YEVLAN,11-05-1932
MARIKA,IZABELA,KYCIA,01-03-2021
JOANNA,BARBARA,WIŚNIEWSKA,25-06-1994
PAULINA,ALICJA,SIP,20-01-2018
MAGDALENA,RENATA,YEMETS,14-03-1932
KATARZYNA,SYLWIA,JABŁOŃSKA,09-07-1983
DANUTA,MARIA,LELOUTRE,17-09-1965
AGNIESZKA,JANINA,PALUSZEK,05-10-1961
JULIA,ELŻBIETA,WALCZAK,10-12-1993
AGATA,CZESŁAWA,WISZNIEWSKA,30-03-2006
ARINA,MARIA,RUDKOWSKA,09-04-1968
MAGDALENA,ZUZANNA,PODRAŻKA,21-04-1975
JUSTYNA,STANISŁAWA,OLEŚ,08-03-1949
NIKOLA,EWA,BUBA,31-07-1931
MARIANNA,BERTA,KRASUSKA,26-11-1966
AGNIESZKA,MARIA,KORBEL,10-08-1959
KATARZYNA,MARZENA,GAJDA,08-04-1976
NATALIA,KAZIMIERA,GIEZA,01-04-2014
ANGELIKA,WIKTORIA,ATIK,13-08-2023
AGNIESZKA,TERESA,HALOTA,13-07-1987
HANNA,KATARZYNA,SKRZYPEK,09-04-2000
MAŁGORZATA,DANUTA,MOSKAŁA,03-04-2005
KALINA,MARIA,FLIS,14-11-1998
MAGDALENA,FAUSTYNA,LEWANDOWSKA,18-03-1958
MARTYNA,JULIA,JANISZEWSKA,27-01-2017
WŁADYSŁAWA,MARIA,POPIŃSKA,05-12-1992
ANHELINA,MAJA,NOWACKA,11-12-1963
ELŻBIETA,KATARZYNA,LENART,19-02-1979
RENATA,WIKTORIA,JAGIELSKA,07-07-1961
ANNA,WŁADYSŁAWA,BEZUHLA,19-08-1970
PARASKA,MAJA,GOŚ,29-11-1960
HANNA,JOLANTA,GĄSIOROWSKA,14-01-1940
KATARZYNA,MARIANNA,OŚLIZŁO,27-03-2010
MONIKA,JANINA,LISIECKA,28-03-1946
PAULINA,ANTONINA,ZEMANEK,12-03-1954
MARCELINA,ZOFIA,ADAMSKA,10-04-1988
WIKTORIA,KATARZYNA,KUBICKA,20-05-1930
KRYSTYNA,STEPHANIE,BIEL,01-10-1925
PAULINA,ZUZANNA,WARELIŚ,17-03-2021
ZUZANNA,FRANCISZKA,ORŁOWSKA,15-02-1977
IZABELA,DANUTA,BEKASIEWICZ,16-01-1930
KAZIMIERA,ZOFIA,KOSTIUK,19-06-1944
GENOWEFA,BOGUSŁAWA,OLIWIAK,05-09-2005
KATARZYNA,ANNA,OSOJCA,28-10-1998
MAŁGORZATA,URSZULA,MAKARCHUK,15-07-2012
HALINA,KINGA,DUL,25-01-1927
ALINA,KATARZYNA,STOJECKA,22-04-1963
KRYSTYNA,HELENA,SARNIKOWSKA,08-03-1951
EDYTA,MARIA,PYTEL,03-03-1948
MONIKA,JOLANTA,BILODON,19-12-1926
MARTA,EWA,DESPERAK,29-10-1976
AGATA,MARIA,SŁOWIŃSKA,24-07-1987
RENATA,ELŻBIETA,MALIK,07-06-1948
KLARA,WANDA,WRÓBLEWSKA,20-01-1985
BRONISŁAWA,AGNIESZKA,TSIKLAURI,12-03-1998
TATJANA,EMILIA,PIOTROWSKA,18-10-1954
GENOWEFA,EWA,MICHAŁEK,27-02-1946
KLAUDIA,EWA,GÓRCZYŃSKA,29-01-2015
MARIA,CZESŁAWA,GOREK,21-07-2000
GABRIELA,KRYSTYNA,DOWOLNIA,25-04-1943
URSZULA,MARIA,BURA,20-02-1926
AGNIESZKA,ANETA,ZIARNICKA,24-10-1935
JADWIGA,DOROTA,JAWORSKA,22-03-1927
WIKTORIA,MARIA,PAWŁOWSKA,28-04-1941
SYLWIA,KINGA,ZAKRZEWSKA,12-09-1976
WERONIKA,MAGDALENA,WIECZOREK,19-09-1975
JOANNA,MARIA,JUSIK,19-07-1928
WANDA,ELŻBIETA,TRYK,09-02-2011
MARIA,ROZALIA,THOLEN,25-01-1995
KATARZYNA,TERESA,WYBODEŁ,01-06-1937
LEOKADIA,MARIA,FRIEDENBERGER,09-07-1941
AMELIA,ANNA,FILIP,26-07-1961
AGNIESZKA,HELENA,MATYJASZCZYK,06-06-1963
KATARZYNA,BARBARA,PLECIEŃ,11-02-1965
MARIA,JANINA,KALIŚ,29-10-1964
DOROTA,ALEKSANDRA,KARPIŃSKA,24-06-1939
JOANNA,MARIA,MINCHANOVSKA,11-04-1979
URSZULA,JOLANTA,BOROWICZ,06-11-1957
EWA,BARBARA,WOJTEK,24-12-1953
KAROLINA,MAGDALENA,REKOWSKA,21-06-1930
IRENA,ELŻBIETA,HAVDYK,03-05-2001
IRENA,JADWIGA,RADITA,30-07-1958
GRAŻYNA,ZUZANNA,KŁOS,23-05-1935
MALWINA,MARIA,GADOMSKA,21-11-1975
JAGODA,ANNA,YEREMEICHUK,28-02-2012
MILENA,EWA,GRZEMBKA,16-08-1990
URSZULA,BARBARA,RUCIŃSKA,19-09-1981
IRENA,ZOFIA,GRAJ,31-10-1989
IRENA,HELENA,CZAJKOWSKA,03-01-1957
MAGDALENA,KATARZYNA,YEVYCH,10-01-2006
NIKOLA,ILONA,TOMCZYK,20-08-1936
NATALIA,LEOKADIA,SZPILA,05-01-2009
KAROLINA,MARIA,WACHOWICZ,31-10-1928
JANINA,MARIA,PAWLUCZUK,21-02-1980
WIKTORIA,EUGENIA,HALSKA,11-11-1985
OLENA,JOANNA,LURA,23-07-1993
EWELINA,MARIA,KWAŚNIAK,05-02-2011
AGNIESZKA,MARIA,DREWA,12-06-1942
AGNIESZKA,ZOFIA,STEFAŃSKA,09-12-1994
SYLWIA,NATALIA,BŁASZCZAK,11-03-1996
PAULINA,ANTONINA,SĄCZAŁA,27-11-1957
JANINA,TERESA,WALTER,31-05-1989
AGNIESZKA,ANNA,ADAMOWICZ,17-04-2006
MARIANNA,KATARZYNA,KRYSZTOFIAK,09-05-2005
ELŻBIETA,AMELIA,BACH,07-12-1947
GABRIELA,MARIA,CIEŚLICKA,23-09-1984
JADWIGA,ANNA,WENTA,15-09-1929
STEFANIA,BARBARA,MIKRUT,08-07-1969
BARBARA,GLORIA,NAPARSTEK,08-05-1949
JUSTYNA,MAŁGORZATA,DEDO,11-07-1964
ANNA,ZOFIA,KŁOSOWSKA,25-11-1940
ANNA,MARIA,IDZIK,22-10-2005
WERONIKA,ANNA,WĄSOWICZ,21-11-1927
EDYTA,ANNA,OLCZAK,08-02-1950
AGNIESZKA,KAROLINA,ANDARAŁO,13-12-1938
NIKOLA,MARIANNA,KANN,01-10-1949
AGATA,EMILIA,SŁOWIK,09-04-1942
AGNIESZKA,JUSTYNA,FILIPKOWSKA,16-07-1973
AGATA,DOROTA,ŚLĘZAK,19-01-1938
TERESA,ŁUCJA,WOJNARSKA,15-10-2005
MAŁGORZATA,ANNA,HOREVA,29-07-1981
HANNA,AGNIESZKA,HRYSHYNA,02-12-1952
MARIANNA,EWA,BUDA,01-06-1957
KLAUDIA,MAJA,TOMES,30-01-1926
ZOFIA,MARIA,LEWANDOWSKA,05-04-1945
MIECZYSŁAWA,WANDA,STASZEWSKA,31-03-1977
DANUTA,TERESA,WOŹNIAK,29-07-2006
MARIA,GRAŻYNA,SZALECKA,09-09-1978
KLAUDIA,JADWIGA,YANKOUSKAYA,19-10-1989
HALINA,TERESA,MARCINIAK,16-03-2013
AGNIESZKA,JOANNA,PIRÓG,23-12-1938
KRYSTYNA,ANNA,SZYMCZYKOWSKA,16-06-1999
KARINA,ANGELIKA,ŁĘPA,04-03-2017
KHRYSTYNA,KLAUDIA,WDOWSKA,07-06-1953
KATARZYNA,JOANNA,CZĘŚCIK,10-05-2005
JUSTYNA,TEODORA,CHMIEL,28-05-1938
WIKTORIA,IRENA,ŚWIERZBIN,23-04-2016
WIKTORIA,ELŻBIETA,LYTVAK,20-09-1986
KLAUDIA,MARZENA,MALIK,26-07-1976
JANINA,MARIA,BURDZY,28-12-1974
BARBARA,STANISŁAWA,SAKHNO,08-02-1942
MONIKA,TERESA,SKUPIEŃ,23-10-1941
EWELINA,MAŁGORZATA,MALWIC,12-12-1970
LENA,MONIKA,TOKARZ,05-02-1961
PAULINA,DANUTA,BANCERZ,31-12-1936
ANIFE,EMILIA,SKRENTNA,22-10-1929
KAMILA,ZOFIA,PUK,28-11-1925
MARTYNA,BARBARA,PATYNA,02-06-2005
NATALIA,ELŻBIETA,KRÓLIKOWSKA,04-04-1952
TETIANA,CZESŁAWA,KOTEK,04-06-1974
WERONIKA,PAULINA,BIJAK,03-10-1968
PAULINA,WANDA,STĘPIEŃ,25-01-1997
IRYNA,JANINA,KRÓLIKOWSKA,04-09-1947
IWONA,MARIA,SPEIER,07-05-1939
ANNA,BARBARA,GOGOLA,12-11-1985
MARIA,MARIA,ŻACZEK,21-12-1984
KATARZYNA,MARIA,KIJ,21-11-1968
ZUZANNA,MAGDALENA,TURZYŃSKA,04-09-1928
URSZULA,AGNIESZKA,KOWALCZYK,30-03-2014
AGNIESZKA,PAULINA,CIEŚLAK,18-09-1937
MARIANNA,EWA,CZAPLO,11-08-1929
ZOFIA,MARIA,MATUSIAK,16-01-2016
GABRIELA,MAGDALENA,KĘPA,24-01-1941
BRONISŁAWA,IZABELA,HAMERLIK,08-11-1940
DOROTA,MARIANNA,OLCZYK,08-04-1958
MIROSŁAWA,MARIA,PANASIUK,28-12-1956
ELŻBIETA,ELŻBIETA,KRZYMIŃSKA,21-05-1995
MARTA,JUSTYNA,KAMIŃSKA,23-05-2018
ADELA,JADWIGA,RYBSKA,19-11-1930
ANIELA,PATRYCJA,LENART,10-02-1959
ZUZANNA,MAGDALENA,OSTROWSKA,20-07-2011
MAJA,NATALIA,MYGAS,24-01-2010
TERESA,EWA,SZOSTAK,29-12-1979
ALINA,KAMILA,MATVEICHEVA,03-04-1937
JOLANTA,MARIA,OSYPENKO,19-09-1985
PAULINA,JOANNA,DZIURA,28-12-1950
AMELIA,ZOFIA,PIĘDZIAK,01-05-1964
ANNA,TERESA,MACIEJEWSKA,21-09-1938
IRENA,STANISŁAWA,SZYJKOWSKA,16-07-1954
OLHA,EWA,MIKUSEK,31-01-1929
MARTA,ANNA,TARNAWA,29-06-1943
MARTA,MARIA,TYSZKO,07-12-1995
MARZENA,MARIA,BAJERA,15-11-1941
PAULINA,JOANNA,SIWEK,06-12-1970
HALINA,WERONIKA,PAWŁOWSKA,26-12-2016
JADWIGA,CECYLIA,MACHOWSKA,14-04-1977
MIROSŁAWA,ELŻBIETA,SZUBA,30-12-1979
MARIA,AGNIESZKA,MAŁKIEWICZ,06-12-1992
OLEKSANDRA,MAGDALENA,SOŁTYSIAK,29-01-2014
BOGUMIŁA,MAGDALENA,MISTERKIEWICZ,26-09-1927
EDYTA,MAGDALENA,WIĄCEK,19-05-1952
JUSTYNA,IRENA,SYGNAROWICZ,17-09-1967
LIDIA,KATARZYNA,GALUBA,15-11-1935
ZOFIA,MARIA,WITOS,23-03-1989
IZABELA,KRYSTYNA,STĘPNIAK,20-09-1991
BEATA,MARIA,NIWELIŃSKA,20-08-1937
MAJA,EWA,ZYCH,12-02-1981
MARIKA,HELENA,ZAJKOWSKA,20-03-1937
MARLENA,WERONIKA,ANDRZEJEWSKA,01-03-1996
BARBARA,JADWIGA,CHWAZIK,17-11-1977
JOLANTA,MARTA,MIELNICKA,05-09-2007
LIDIA,MARIA,KACAK,10-05-2019
JOANNA,KLAUDIA,STĘPIEŃ,05-06-1967
DANUTA,EWELINA,KASZUBA,01-04-1964
SVITLANA,WITOSŁAWA,SCHMIDT,06-05-2016
WERONIKA,NATALIA,SZOŁKOWSKA,03-07-2007
ANITA,ANNA,LEWICKA,08-06-1981
MAŁGORZATA,MONIKA,PRADELA,14-04-1988
ALICJA,APOLONIA,OSTROWSKA,23-08-2021
ANNA,JOANNA,DEMIANOWSKA,18-08-1979
WIKTORIA,ANNA,BAL,21-06-2009
EMILIA,JOANNA,DARKOWSKA,30-08-1978
BARBARA,MARIA,SZCZEPANIAK,24-11-1938
MAJA,MARIA,CZEBERAK,06-10-1957
AGNIESZKA,MIROSŁAWA,KOTOWSKA,21-03-1944
BERNADETA,ANNA,JAWORSKA,29-12-2010
JOANNA,DOROTA,IVANIUK,03-06-1998
JOLANTA,MARIA,NIKOŁAJUK,17-07-1984
ALEKSANDRA,NATALIA,ŁAPIŃSKA,22-10-1955
INES,TERESA,MALINA,23-03-1945
LIDIA,CECYLIA,ZABŁOCKA,01-03-1939
WIESŁAWA,MARIA,DRAPAŁA,03-08-2019
ANNA,BARBARA,KOŁODZIEJCZYK,15-10-1992
ZOFIA,AGNIESZKA,RAMCZYKOWSKA,14-07-1978
MAŁGORZATA,ALEKSANDRA,ROLIŃSKA,29-04-1984
MAJA,MAŁGORZATA,ROMANOWICZ,13-06-2015
OLIWIA,VIKTORIA,ŁASZCZEWSKA,23-04-1953
NADIA,JOANNA,OWOC,24-07-1983
JULIA,BARBARA,KRUPA,08-03-2006
ANNA,WIKTORIA,KUCZYŃSKA,16-01-1949
KRYSTYNA,ZOFIA,BONDARENKO,05-05-1928
YAROSLAVA,ELŻBIETA,KOPIEC,03-04-1990
KUNEGUNDA,ZOFIA,ŁUNIEWSKA,29-06-2009
ALEKSANDRA,DANUTA,POTASIAK,05-08-2016
AGNIESZKA,AGNIESZKA,SZELĄG,25-10-1981
PAULINA,DOMINIKA,ŚWIERK,21-06-2001
NIKOLA,BARBARA,TOMCZYK,13-07-2009
JOANNA,HALINA,KLUZA,10-04-1971
KAMILA,MARIA,SŁONECKA,06-06-1942
MONIKA,MARIA,KARMOWSKA,02-07-2007
KAMILA,MARIA,DRATWA,16-02-1979
KATARZYNA,KINGA,SZCZUPAŁ,06-08-1971
PATRYCJA,ELŻBIETA,KURKUS,16-08-1938
MONIKA,JADWIGA,ŁAZARZ,17-03-1967
MARTA,KATARZYNA,ZIELIŃSKA,08-01-2021
BARBARA,RÓŻA,KONIECZKO,20-11-1953
ZOYA,EWA,MIARKA,20-08-1925
MARIA,EWA,DZIKOWSKA,23-07-1946
KATERYNA,ANNA,MAJKUTEWICZ,11-02-2020
JÓZEFA,MARIA,ŚWIĆ,12-09-1953
LENA,ZOFIA,CIESIELSKA,09-07-1956
IRENA,MARIA,JANECZKO,09-10-1992
MARIA,MAGDALENA,JANCZAK,02-03-1980
ESTERA,JADWIGA,ZAŁUSKA,28-11-1940
STEFANIA,PATRYCJA,SZCZEPANIK,09-01-1999
ZOFIA,ANNA,STELMAKH,14-09-1926
AGNIESZKA,ZYTA,WLOCZYK,22-11-2009
ANNA,EWELINA,SAŁEK,21-01-2006
NATALIA,ANNA,JAWORSKA,09-03-1967
DAGMARA,OLIWIA,PETRYKOWSKA,18-12-1964
MAŁGORZATA,ANNA,MILWICZ,05-03-2007
VALERYIA,MELANIA,CZAIŃSKA,29-06-1931
ELŻBIETA,IWONA,OPUCHOWSKA,02-02-1994
ANGELIKA,TERESA,ANTYPCHUK,12-07-1987
MAŁGORZATA,MICHALINA,ROMECKA,09-04-1990
AMELIA,ZOFIA,WIERZGACZ,13-09-1931
ALEKSANDRA,ELŻBIETA,OMORCZYK,10-03-2003
MARYNA,ANNA,KOREK,22-05-1929
NINA,IWONA,GŁOWNIAK,16-07-1927
JOLANTA,MARIA,DYLONG,31-01-2002
JADWIGA,EWA,PIĄTKOWSKA,29-08-1959
SARA,ZOFIA,PAWŁOWSKA,28-03-1929
GABRIELA,LIDIA,MARTINEZ GARCIA,30-06-1961
ALEKSANDRA,ELŻBIETA,MEJIAS,11-08-1967
IRENA,EWA,KUBIŚ,23-04-1966
MONIKA,MAGDALENA,STERNAK,12-11-1979
ALICJA,AGNIESZKA,WOLSKA,08-06-2020
JADWIGA,MARIA,WILK,02-04-1929
ALICJA,WERONIKA,POSIŁEK,19-06-1957
AGNIESZKA,MARZENA,GAJDZIK,02-05-2014
STEFANIIA,MARIA,PLACEK,21-05-1931
PAULINA,BOŻENA,HENSEL,05-09-1986
IGA,BOŻENA,SZKLANKO,25-03-1935
ANNA,MARIA,SZMIDT,28-08-1991
EWA,MARIA,KRUSZKA,09-06-1925
KATARZYNA,ELŻBIETA,JOACHIMIAK,15-05-1930
DOROTA,STANISŁAWA,ŻYTKOWIAK,07-04-1945
KRISTINA,MARIA,BROŻYNIAK,19-06-2007
EDYTA,ANNA,ZAJĄC,31-08-2020
JOANNA,MARIA,OSTROCH,21-05-1961
JANINA,KAZIMIERA,WÓJCICKA,09-09-1975
MAGDALENA,AGNIESZKA,JÓŹWIAK,26-05-2017
JADWIGA,JOLANTA,TULIKOWSKA,23-03-1998
KRYSTYNA,DAGMARA,FEDOROVA,22-08-1988
MAŁGORZATA,MARIA,KICHUK,17-05-1940
ANNA,WERONIKA,STATKIEWICZ,04-04-1980
JADWIGA,NADIA,ŻYWCZYK,23-12-2004
MARIA,MONIKA,JAKOŃCZYK,01-07-1941
AGNIESZKA,URSZULA,CYBULKO,22-05-1944
ANETA,ALEKSANDRA,HABIREK,01-04-1999
AGNIESZKA,FRANCISZKA,KŁOS,11-09-1943
JULIA,URSZULA,JAWORSKA,09-09-1979
AGNIESZKA,BOŻENNA,ADAMCZYK,18-12-1962
ZOFIA,MARIA,SZACOŃ,05-04-1995
AGATA,HALINA,SWOBODA,26-05-2011
JULIA,BARBARA,KARAŚ,28-10-2008
ZUZANNA,ANIELA,SZYNKOWSKA,23-01-2004
LENA,MARIA,WĄSIK,30-12-1998
OLENA,PATRYCJA,MOSKWA,16-12-1946
IZABELA,MARZENA,PSZCZOLARSKA,12-06-2010
DOMINIKA,BARBARA,JANKE,10-08-2018
