PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
DAWID,ZDZISŁAW,PICHNIARCZYK,25-04-2004
EMIL,STANISŁAW,DONICA,25-07-1967
KRZYSZTOF,BENEDYKT,CISZKOWSKI,24-05-1989
PIOTR,STANISŁAW,MICHNIACKI,08-03-1941
ROBERT,ANDRZEJ,CIOSEK,20-06-1960
DARIUSZ,ANDRZEJ,KAZIMIERCZAK,15-03-2008
MYKHAILO,PAWEŁ,SOSNA,25-04-1992
KACPER,WŁODZIMIERZ,ORŁOWSKI,07-05-1939
RAFAŁ,ZBIGNIEW,JASKŁOWSKI,07-08-2011
KRZYSZTOF,DOMINIK,WALAWENDER,16-07-2010
PRZEMYSŁAW,ANDRZEJ,SZCZEPAŃSKI,22-02-1934
ANDRZEJ,HENRYK,SŁYK,23-06-1958
RAFAŁ,SZYMON,ROSTKOWSKI,01-05-1956
JAKUB,JÓZEF,TĘCZA,29-05-1977
MAREK,STANISŁAW,OLEK,10-05-1996
FRANCISZEK,PAWEŁ,KAŁĄŻNY,21-05-1990
MARIUSZ,JANUSZ,KRZYWICKI,17-11-1999
BOGDAN,ROMUALD,WODKA,05-08-1955
JULIAN,MIECZYSŁAW,DZIANACH,17-02-1979
VITALII,JAN,PERCZYŃSKI,04-09-1934
EMIL,ALEKSANDER,PLEWA,24-04-1955
EDWARD,DAMIAN,KEJZA,30-07-1948
DARIUSZ,MARCIN,BIANCHI,23-05-2017
JACEK,MARCELI,PATALAN,02-06-1995
KASJAN,PIOTR,WIDERA,09-07-2019
MATEUSZ,ADAM,NIEDZIELAK,03-07-1986
JACEK,ZBIGNIEW,BLOKESZ,03-04-1994
STANISŁAW,FRANCISZEK,MYKHALCHENKO,01-03-1958
PAWEŁ,OLIVER,JUZWA,28-12-2005
KRZYSZTOF,KRZYSZTOF,REST,09-01-1975
DARIUSZ,PIOTR,MYKHNO,25-11-1944
BOGUSŁAW,TOMASZ,ZALEWSKI,22-05-1965
KIRIL,WOJCIECH,JĘDRYCHOWSKI,17-12-1964
STANISŁAW,HUBERT,ŚWIECIAK,28-11-2022
RAFAEL,WACŁAW,GAJDEMSKI,11-02-1927
ANDRZEJ,ANDRZEJ,DRABEK,28-04-1960
JACEK,JAN,SUCHODOLSKI,30-06-1963
FABIAN,KAMIL,MATUSZCZAK,19-08-1967
MICHAŁ,MARIUSZ,KWIATKOWSKI,27-03-1992
MATEUSZ,JAN,KOSIŃSKI,17-08-1959
ALFRED,ANTONI,RACHWAŁ,02-05-1953
TYMOTEUSZ,OSKAR,OGONEK,31-03-1943
PRZEMYSŁAW,PIOTR,RYCHLAK,26-03-2024
HÜSEYIN,ROBERT,KMIEĆ,23-02-1958
OLEKSANDR,SEBASTIAN,ANDREJKOWICZ,05-12-1968
DARIUSZ,SZYMON,ZIELIŃSKI,27-06-2008
ALEKSANDER,MARCIN,JANIK,18-03-1950
ZDZISŁAW,STANISŁAW,SVINTSOV,23-04-1945
MICHAŁ,TOMASZ,ŁAWECKI,12-02-1951
LEONARDO,PIOTR,CHABOWSKI,03-02-1937
DARIUSZ,WŁADYSŁAW,AULICH,12-07-1985
OLEH,STANISŁAW,ZACHŁOD,04-02-1936
MAREK,JAKUB,FOLMAN,23-03-1992
PIOTR,JÓZEF,PIOTRKOWSKI,11-04-1939
KRZYSZTOF,ANDRZEJ,BRODA,04-08-1983
KRZYSZTOF,IWO,KOTWICA,27-10-1957
MICHAŁ,JACEK,TOMICZEK,02-09-1992
RYSZARD,ŁUKASZ,PRZYBYLSKI,06-09-1927
TOMASZ,JAN,GUNIA,17-02-1933
ROBERT,PIOTR,BIEGAJ,29-11-1936
SZYMON,MIECZYSŁAW,POLAK,18-12-1925
ROBERT,JAN,KRAWCZYK,18-06-1959
BARTŁOMIEJ,ŁUKASZ,WAŁDOCH,25-03-1986
KAMIL,LESZEK,KRÓLIKOWSKI,27-06-1998
TOMASZ,MAKSYMILIAN,PRONEVYCH,29-04-2000
RYSZARD,PIOTR,SOPRYCH,04-02-2016
ŁUKASZ,JAN,RYBCHYCH,21-07-2015
ADAM,JANUSZ,KAWKA,10-09-1964
GABRIEL,ROMAN,WOJTOWICZ,04-07-1938
MATEUSZ,JOACHIM,SHUTSIK,07-08-1958
KACPER,KAZIMIERZ,DOMŻALSKI,29-08-1959
MAREK,JÓZEF,SADŁOWSKI,18-03-1980
MAKSYMILIAN,JAN,KRŪMIŅŠ,07-07-1927
ANDRZEJ,MIKOŁAJ,POŁAWSKI,14-07-1927
ZBIGNIEW,TADEUSZ,SZCZEPKOWSKI,01-03-1927
MATEUSZ,JACEK,MAZUREK,13-11-1954
VOLODYMYR,JÓZEF,GRABOWSKI,21-11-1933
JÓZEF,ŁUKASZ,KUCZKOWSKI,17-05-1984
MARCIN,GRZEGORZ,RAJCHEL,19-01-2018
RADOSŁAW,ŁUKASZ,NAWROT,13-07-1953
KAROL,PIOTR,ŁUKOWSKI,13-07-1992
IGNACY,KAZIMIERZ,CHARZEWSKI,16-04-1962
DARIUSZ,IGOR,DRĄŻKOWSKI,20-04-2014
TOBIAS,KRZYSZTOF,PUSCZ,18-04-2019
JAN,PAWEŁ,ŻANOWSKI,05-09-2006
PAWEŁ,ANDRZEJ,POLUS,19-05-1942
TADEUSZ,WALDEMAR,RZEPKOWSKI,25-08-2019
PIOTR,KAZIMIERZ,WÓJCIK,25-11-1990
KAROL,MAKSYMILIAN,MEJNA,06-10-1969
BARTOSZ,KRZYSZTOF,POTOCZNY,25-08-1957
KACPER,JÓZEF,RĄCZKOWSKI,09-11-2011
MATEUSZ,WOJCIECH,LETKIEWICZ,03-10-1973
FABIAN,ALEKSANDER,DAVRONOV,22-06-1960
KAROL,KRZYSZTOF,KOPYTNIK,30-03-1933
RAFAŁ,PIOTR,CIAK,15-02-2002
MARCIN,MICHAŁ,DRAPAŁA,07-11-1977
BOGUSŁAW,JÓZEF,BILINSKYI,15-12-1995
DOMINIK,SEWERYN,PLUTA,26-07-1975
ARTUR,DARIUSZ,ZMOREK,29-06-1957
ARTEM,ANDRZEJ,KUBICKI,14-04-1963
BARTŁOMIEJ,JULIAN,WENSIEROWSKI,25-01-2011
KRZYSZTOF,MARIUSZ,KUŁAGA,30-07-1977
ANDRZEJ,MAREK,SZUMLAŃSKI,12-01-1946
MIKOŁAJ,JAKUB,BARTKOWSKI,09-04-1943
ANDRII,GRZEGORZ,WASILEWSKI,16-05-1955
WOJCIECH,ZBIGNIEW,PAJOR,07-08-1989
MACIEJ,PAWEŁ,NIEDBAŁA,25-01-1964
OSKAR,EUGENIUSZ,KWIECIEŃ,05-03-1982
DAWID,STANISŁAW,SOBCZYŃSKI,22-06-1964
GRZEGORZ,ŁUKASZ,GRONEK,24-11-2000
LEON,DAWID,GOSA,10-07-1983
ARTUR,STANISŁAW,DUSZYŃSKI,13-03-1958
PAWEŁ,WŁADYSŁAW,POŻOGA,07-11-1956
KRYSTIAN,PAWEŁ,GRYZ,01-03-2013
BOGDAN,MARIUSZ,MACIASZCZYK,19-12-1949
OLIWIER,STANISŁAW,MATUSIEWICZ,14-01-2017
FRANCISZEK,ANDRZEJ,WINNICKI,10-05-2009
MICHAŁ,MICHAŁ,CUPIAŁ,30-09-1932
KAROL,KRZYSZTOF,MATUSZEWSKI,27-10-1942
STANISŁAW,WOJCIECH,DZIADOSZ,14-02-2024
DZIANIS,WOJCIECH,ZAWADZKI,10-01-1974
MIKOŁAJ,RAFAŁ,SHARVADZE,20-06-1990
PIOTR,JERZY,BORUŃ,03-07-1952
MIKOŁAJ,BARTŁOMIEJ,KIN,10-09-1997
DAMIAN,EDMUND,RUDZKI,01-03-2005
ROMAN,MICHAŁ,DYCHTOŃ,24-03-1964
JANUSZ,RYSZARD,ŚWITAŁA,18-05-1993
BARTOSZ,ZBIGNIEW,JUSZCZYK,23-03-1956
MAKSYMILIAN,LEON,KĄDZIOŁKA,03-07-1985
MARIAN,ZBIGNIEW,SOBIESZCZAK,30-07-1986
ANDRZEJ,WIESŁAW,GOŁĄB,09-07-1948
ROBERT,DARIUSZ,STRZEMECKI,23-10-1951
WOJCIECH,ANDRZEJ,PONIEWIERKA,01-05-1975
HENRYK,MICHAŁ,KULASZEWICZ,18-09-1977
GRZEGORZ,ANDRZEJ,KOBYLAŃSKI,16-09-1971
MARCIN,SEBASTIAN,BRANDT,15-08-2019
JERZY,STANISŁAW,PASZEK,10-06-2010
SZYMON,JÓZEF,KIARIMOV,29-09-1966
KRZYSZTOF,KAMIL,WAWRZYNOWSKI,11-12-1969
ALEXANDER,PIOTR,LESZCZYŃSKI,01-09-1991
JAN,PAWEŁ,OWSIAK,03-02-2021
ZDZISŁAW,DANIEL,DRELA,09-05-2015
ADAM,ŁUKASZ,ZIÓŁKOWSKI,06-09-1930
KRYSTIAN,JANUSZ,OCZKOWSKI,26-02-2010
ZBIGNIEW,ANDRZEJ,SZYBIAK,16-12-1976
ARKADIUSZ,BARTOSZ,GIBAŁKA,18-07-1956
ANDRII,ARKADIUSZ,GACKI,15-11-1999
DOMINIK,ANDRZEJ,NAREL,13-03-1986
ANDRZEJ,STANISŁAW,BROŻEK,12-12-1952
ARTUR,PAWEŁ,BENDZA,30-09-1946
ANATOLI,MARIAN,MOSÓR,25-07-1958
JANUSZ,KAZIMIERZ,CYBUL,09-03-2009
MICHAŁ,MICHAŁ,ĆWIKLIK,19-01-2009
NORBERT,DAMIAN,SŁOWIŃSKI,16-01-1965
ŁUKASZ,MACIEJ,DROMM,25-12-2016
OLEH,MARIUSZ,WÓJTOWICZ,17-05-1990
PRZEMYSŁAW,ZYGMUNT,KOWALCZYK,02-12-1999
NIKODEM,TOMASZ,SUCHORAB,06-01-1962
YEVHENII,JAN,KILAR,19-06-1932
DARIUSZ,TADEUSZ,SALAMONOWICZ,10-11-1927
PRZEMYSŁAW,KAROL,PLUSZKIEWICZ,04-02-1979
ARTUR,ANTONI,PTAK,12-07-2013
PAWEŁ,MAREK,DĄBROWSKI,08-10-1945
MARIUSZ,JAN,SIERKA,16-02-1999
PATRYK,JÓZEF,BIELIŃSKI,17-08-1962
TOMASZ,ADAM,SZCZEPKOWSKI,11-06-1968
MICHAŁ,ANDRZEJ,PISKORZ,28-12-1937
TOMASZ,OMAR,MARCINKOWSKI,30-01-2018
OLEH,WOJCIECH,KOSTRZEWA,22-11-1947
ANTONI,ZBIGNIEW,PRÓBA,15-11-1941
DAWID,FRANCISZEK,WRÓBEL,28-11-1941
WOJCIECH,PIOTR,PIERZCHAŁA,20-02-1942
SEBASTIAN,ANTONI,GIRUĆ,12-09-1948
JAKUB,JAN,ZDROJEWSKI,21-05-2022
JACEK,TOMASZ,PUBRAT,10-04-1951
IVAN,PAWEŁ,PAŁUBICKI,21-05-1997
TADEUSZ,JÓZEF,FRANCZAK,15-10-2023
MIROSŁAW,ANTONI,SOBOCIŃSKI,16-03-1956
MACIEJ,KRZYSZTOF,BARTMAŃSKI,14-08-1990
ALEX,BAHADUR,MIĄDOWICZ,17-02-1997
KSAWERY,MACIEJ,RYTEL,19-03-2016
MICHAŁ,MATEUSZ,PRUS,19-12-2005
YEHOR,SEBASTIAN,KARATHANASIS,22-11-1950
DAMIAN,ANTONI,HAŁAS,25-11-1955
FABIAN,SŁAWOMIR,DANELIA,17-05-1962
MIŁOSZ,DARIUSZ,KONWIŃSKI,20-04-1981
SŁAWOMIR,LEON,SASIN,21-07-1982
KAMIL,JANUSZ,PAWLAK,04-09-1924
PIOTR,JAN,WOJCIECHOWSKI,23-04-1987
PIOTR,WIESŁAW,RUDNICKI,12-12-1948
TADEUSZ,SZYMON,WOJAKOWSKI,14-01-1987
TIMOFEI,KAZIMIERZ,KĘDELSKI,09-10-1965
ADRIAN,PAWEŁ,ZAPOTYCHNYI,19-05-1961
KONRAD,TOMASZ,SKORUPA,27-09-1974
JAROSŁAW,MICHAŁ,LENARTOWICZ,02-07-1969
MARCIN,RYSZARD,ŁAKOMY,08-11-1998
JAKUB,ANDRZEJ,BASTER,29-12-2022
BOGDAN,MAREK,SEBELEV,27-10-2021
ALEXANDER,MICHAŁ,PAWLUK,27-10-1942
MATTIA,PIOTR,BOIEV,23-12-1996
RYSZARD,DAMIAN,DURAKIEWICZ,13-05-1984
ANDRZEJ,MICHAŁ,SAVITSKYI,22-08-2013
MICHAŁ,PIOTR,ZAPART,13-06-1981
MICHAŁ,BARTŁOMIEJ,SZMELTER,02-06-1926
WIESŁAW,FRANCISZEK,MAKOWSKI,14-01-1983
DARIUSZ,JAN,PRZYTARSKI,25-07-1970
MARIUSZ,MAREK,KOZAKIEWICZ,27-12-1973
MIROSŁAW,TOMASZ,POPEK,30-08-1951
TOMASZ,STANISŁAW,GÓRSKI,11-08-1934
GRZEGORZ,WALDEMAR,KNOP,04-01-1928
PAWEŁ,MARIUSZ,ROLEK,24-05-1977
MAREK,MAREK,MISIOŁEK,05-04-1994
KAZIMIERZ,JAN,MOTYL,03-12-1971
ANDRZEJ,MAREK,WÓJCIK,09-01-2016
ŁUKASZ,WŁODZIMIERZ,DOUNAR,15-01-1958
MAREK,MARCIN,OLEJNICZAK,02-09-1978
ANDRZEJ,SEWERYN,METZNER,05-07-1925
ARKADIUSZ,ROMAN,GREC,10-10-1977
SERHII,MIROSŁAW,KASIIANCHUK,23-05-1971
MYKYTA,WINCENTY,STAFECKI,24-03-1957
MARIUSZ,JÓZEF,KUŹMIŃSKI,21-03-2015
JACEK,ANDRZEJ,JAMKA,02-10-1988
PIOTR,DARIUSZ,SZUMIGAŁA,05-09-1938
OLEKSII,KAMIL,SLOBODIAN,14-03-1960
KAZIMIERZ,WACŁAW,NAPIERAŁA,15-10-1954
KRZYSZTOF,KRZYSZTOF,DAGAN,12-12-1969
ŁUKASZ,JAKUB,SCHOENECK,04-05-1996
SVIATOSLAV,PIOTR,KRAVETS,18-12-1981
KAZIMIERZ,ADAM,KAŁUŻKA,08-11-1979
ŁUKASZ,DANIEL,ŻERNACZUK,13-07-1994
DMYTRO,TOMASZ,SOWIŃSKI,16-09-1987
DENYS,MACIEJ,TKACHENKO,05-03-1927
MACIEJ,JAN,MOTRUNYCH,04-12-1950
SZYMON,RYSZARD,NESTERENKO,07-08-1957
ZDZISŁAW,ANTONI,DZIURZYŃSKI,07-01-1957
GABRIEL,MAKSYMILIAN,KITA,24-11-1994
YAN,JAN,MICHALAK,21-08-1941
JAN,MAREK,OBRUSIK,08-12-1968
WIESŁAW,ADAM,POZDNIAKOV,08-03-1979
MIROSŁAW,MARIUSZ,JURASZ,27-08-1950
PAWEŁ,JÓZEF,WITOŃ,05-05-1964
KRYSTIAN,ZBIGNIEW,GLINKO,13-10-1968
IHOR,DANIEL,SKLIAR,29-11-1936
SZYMON,EDMUND,ŚLIWA,18-11-1934
RYSZARD,MICHAŁ,PADOWSKI,10-07-1943
TOMASZ,JAN,BUŁA,02-10-1959
DANIEL,TADEUSZ,BRASZAK,05-03-1990
RYSZARD,ANTONI,RUDLICKI,10-05-2002
KRZYSZTOF,STANISŁAW,NITKA,07-03-1939
SŁAWOMIR,ADAM,SOBSTYL,03-06-1952
ALAN,PAWEŁ,MANIECKI,07-02-2001
WIESŁAW,RYSZARD,KUTWIN,08-11-1988
JANUSZ,ŁUKASZ,URBAŃSKI,02-08-2023
ZBIGNIEW,HENRYK,MICHLIŃSKI,03-09-1992
ADRIAN,PATRYK,OSUCH-POCHMIELECKI,14-07-2004
GABRIEL,MICHAEL,STACHOWIAK,06-11-1977
MIŁOSZ,WOJCIECH,ROGOWSKI,21-09-1957
MATEUSZ,BOHDAN,DOMAGALSKI,14-05-2009
MIKOŁAJ,TOMASZ,FRANCUZ,07-08-1940
DENYS,STEFAN,CHROBAK,24-09-1952
JAROSŁAW,ADAM,JURKIEWICZ,19-08-1941
ANDRZEJ,ZYGMUNT,KURSTAK,13-10-1937
SZYMON,ŁUKASZ,KAMIŃSKI,28-11-1971
PRZEMYSŁAW,ZBIGNIEW,KALETA,07-05-1985
KACPER,ZENON,PAPIS,16-03-1988
BARTOSZ,KRZYSZTOF,SZYMKOWIAK,03-11-1993
TYMON,WOJCIECH,RAJKOWSKI,12-06-1940
ROMAN,GRZEGORZ,KULIG,12-04-1975
JAKUB,ALOJZY,KOLUTYŃSKI,06-11-1967
PAWEŁ,NATAN,HAJDUK,15-10-1972
HENRYK,ANDRZEJ,DĘBCZYŃSKI,16-04-1988
ANDRII,MIECZYSŁAW,MAĆKOWIAK,10-01-1963
MARIAN,ANTONI,SEREDNIAK,22-10-2011
MACIEJ,MARCIN,KŁOSIŃSKI,11-02-1970
BOGDAN,KAROL,CZAJKOWSKI,08-10-1960
MICHAŁ,JAMES,CHYLIŃSKI,28-05-1981
DOMINIK,STANISŁAW,SHCHERBYNA,02-04-2007
KAMIL,ADAM,PAWLUCZUK,18-05-1962
MARKUS,ANDRZEJ,RAMOS,18-12-1946
LEON,PAWEŁ,FASTYN,03-02-1974
WIESŁAW,JAN,CZAPLA,16-07-1977
TYMON,JÓZEF,ZAKRZEWSKI,03-05-1931
WIKTOR,WIKTOR,IASHCHENKO,04-10-1964
MICHAŁ,FILIP,RADTKE,09-11-1999
ŁUKASZ,TADEUSZ,TURKIEWICZ,05-10-1952
AKHIL,BRONISŁAW,DREWEK,06-05-1990
KAMIL,BOLESŁAW,KANAREK,30-04-1991
LUCJAN,JAN,PAJĄK,01-08-1961
OLEKSANDR,ZBIGNIEW,POCZĄTEK,10-03-1987
KAROL,PIOTR,RUNEWICZ,31-08-2013
ANDRZEJ,DARIUSZ,WÓJCIK,09-11-1944
ANDRZEJ,JAKUB,KHURSHUDIAN,04-08-1977
SŁAWOMIR,WOJCIECH,ŚLĘK,31-03-1957
MARCIN,JAKUB,FALKOWSKI,23-11-2022
ADAM,MARIUSZ,LASAK,26-07-2021
TOMASZ,PATRYK,MILDE,24-09-1934
PIOTR,GRZEGORZ,ZIENKIEWICZ,05-07-2020
DARIUSZ,TOMASZ,KENSY,10-08-1996
KAROL,PIOTR,TROCHOWSKI,22-05-1984
WIESŁAW,RICHARD,KALETA,03-08-1946
OLEG,PAWEŁ,YAROVYI,01-09-1925
FILIP,ALEKSANDER,ALBERSKI,21-11-1937
LESZEK,ERNEST,ŁOTYSZONEK,16-12-1962
MAREK,JÓZEF,JAGLIŃSKI,01-03-2011
MAREK,ANDRZEJ,SIRZISKO,18-03-1966
MILAN,GRZEGORZ,DEŁEŃKO,16-02-1974
MAREK,JAN,OLSZEWSKI,09-07-1982
RAFAŁ,BENEDYKT,ŚLEDŹ,08-02-1987
MYKHAILO,KAROL,KUBLIN,03-07-1998
STANISŁAW,MICHAŁ,WIECHA,27-01-1930
RYSZARD,HENRYK,RÓG,15-04-1938
JERZY,KHUSHALBHAI,POCHOPIEŃ,22-02-1935
MIKOŁAJ,MIECZYSŁAW,PIETRAS,21-07-1961
KAMIL,JAN,UKLEJA,01-01-2014
JAKUB,ANTONI,SUTOR,31-05-1946
STANISŁAW,ALEKSANDER,TURSKI,03-01-2013
GRZEGORZ,FRANCISZEK,KOKOSZKA,30-10-2016
ROBERT,JAN,PRYSTAJ,17-02-1938
ERNEST,CZESŁAW,PORĘBA,06-08-1934
TOMASZ,JAN,GAŁGAN,18-02-1993
KAMIL,STANISŁAW,PODSIADŁO,20-04-1933
TOMASZ,BŁAŻEJ,BILIAKOV,13-12-2007
ANATOLII,TOMASZ,WAJDA,20-09-1924
KRZYSZTOF,PIOTR,CHUDZIK,17-04-2008
STEFAN,JAN,BABIN,13-07-2006
PAWEŁ,ANTONI,TWARDOCH,20-10-1982
ROMAN,BOGUSŁAW,SCHOENFELD,09-01-2017
GRZEGORZ,ROBERT,PAJĄK,09-03-1928
JAN,WOJCIECH,STACHOWIAK,09-05-2021
SEWERYN,ROMAN,ZBARASZCZUK,09-04-2008
PIOTR,JAN,FABIAN,15-08-1950
ZIEMOWIT,MIROSŁAW,WSZOŁEK,06-05-1926
JAN,ADAM,MŁYNARCZYK,11-03-2018
SZYMON,ZDZISŁAW,MOTYL,26-09-1945
JAN,MACIEJ,KLYSZCZ,29-01-1987
MIROSŁAW,KAROL,SKUBIS,31-01-1987
IRENEUSZ,JAN,RYBAK,18-04-1994
JANUSZ,TOMASZ,MACIEJSKI,04-09-1963
JANUSZ,RAFAŁ,KONIECZNY,21-09-1980
BOGDAN,ADAM,WALKIEWICZ,03-10-1949
KRYSTIAN,PIOTR,SOBIECH,07-04-1991
LEON,PAWEŁ,WIDANKA,15-01-2022
SYLWESTER,PIOTR,PŁOTKA,02-09-1975
JAKUB,FRANCISZEK,SKALSKI,12-11-1940
RAFAŁ,MARIAN,KORSHAK,06-06-1951
WIKTOR,FRANCISZEK,LUTSYSHYN,11-02-1957
MATEUSZ,MATEUSZ,MORYL,22-10-1952
ANDRZEJ,JAN,LIS,12-11-1961
MIKOŁAJ,ERNEST,FESHCHUK,30-07-1986
EDWARD,JULIAN,CIĄPAŁA,09-10-2015
KAMIL,KRZYSZTOF,NIESIOŁOWSKI,26-12-1937
JAN,MIECZYSŁAW,BIEŃKOWSKI,27-05-1993
SIARHEI,JAN,SALAMON,26-12-2016
MATEUSZ,ROBERT,SZYMON,05-02-1934
MAREK,JANUSZ,WALCZYK,18-03-1938
MARIUSZ,PIOTR,GRABOWSKI,16-06-1979
TOMASZ,ŁUKASZ,DANIŁOWICZ,05-05-1990
RYSZARD,SZYMON,POWAŁKA,30-12-1972
GUSTAW,KRYSTIAN,STODOLNYI,01-01-1925
IRENEUSZ,JAN,HALIK,21-10-2007
BRUNO,PIOTR,ANDRZEJSZCZAK,06-05-2005
MARCIN,WALDEMAR,ZIĘDALSKI,06-10-1927
PAWEŁ,LESZEK,KIOŁBASA,19-04-1953
ULADZISLAU,FRANCISZEK,ERTEL,20-03-2011
BOGDAN,MARIAN,KUK,15-06-1987
KRZYSZTOF,MAREK,BETA,14-03-1936
MARCIN,PIOTR,NIKOLAIENKO,17-06-1977
TOMASZ,PAWEŁ,GACEK,25-07-1950
ANDRZEJ,BOGDAN,PŁAZA,27-06-1973
PIOTR,EDWARD,KOWALSKI,30-09-1994
EVGENII,MICHAŁ,ADASZEK,21-02-1934
DANIEL,MATEUSZ,SOŁTYSIAK,29-08-1971
TADEUSZ,KAZIMIERZ,PUSTELNIK,15-04-1956
MIECZYSŁAW,RYSZARD,BARTNIK,20-10-1984
SZYMON,PIOTR,PIORUNOWSKI,23-05-2019
TEODOR,MAREK,BEDNARCZYK,24-01-1959
CEZARY,JÓZEF,ZYCH,12-05-1957
MAKSYMILIAN,ZBIGNIEW,KUJAWA,07-03-1968
KACPER,TOMASZ,GAWĘDA,07-01-1986
YEVHENII,RYSZARD,CIEŚLAK,23-05-1992
KRZYSZTOF,KAROL,MUCHA,17-11-1974
BRONISŁAW,RYSZARD,DAMPS,15-07-1939
KACPER,JÓZEF,SŁUPIK,20-03-1990
JERZY,JAN,GURUNG,20-10-1946
MIKOŁAJ,ANTONI,SZKUDLAREK,04-07-1974
PRZEMYSŁAW,JAN,LANGOWSKI,16-07-1926
PIOTR,JÓZEF,OLIINYK,02-08-1975
ALIAKSEI,KRZYSZTOF,CYRKOWSKI,24-11-1966
WOJCIECH,ZENON,KONIK,28-01-2024
MAKSYMILIAN,KACPER,OLEJNIK,09-11-1978
MIŁOSZ,HENRYK,PROKOP,13-01-1958
ZBIGNIEW,ANDRZEJ,KUTNIAK,13-12-2022
MAREK,GABRIEL,KRÓLIK,13-09-1944
KRZYSZTOF,FELIKS,KASPRZAK,07-07-1947
MICHAŁ,DOMINIK,ŚWIĄTEK,05-10-1932
TOMASZ,FRANCISZEK,PORĘBSKI,20-02-2003
EDWARD,JAN,HUSAK,24-02-1940
HLEB,PAWEŁ,KIELAK,20-08-1974
WOJCIECH,JERZY,LEŚNIEWSKI,08-04-1978
ADRIAN,PAWEŁ,KAPUŚCIK,30-07-1971
KRZYSZTOF,WOJCIECH,ANKIEWICZ,12-02-1961
ALEKSANDER,KRZYSZTOF,MARKIEWICZ,28-08-1965
KAROL,ZDZISŁAW,TOMIKOWSKI,13-10-1943
PATRYK,KRZYSZTOF,FIGARSKI,17-11-1959
ALEKSANDER,STANISŁAW,CICHOCKI,16-06-1934
SŁAWOMIR,HENRYK,KRASIŃSKI,28-10-1953
KRZYSZTOF,ANTONI,KUROPATWA,16-06-2012
AHMED,LESZEK,LIEBAN,15-10-1951
MICHAŁ,MICHAŁ,ZAPAŁA,08-09-1976
KAMIL,KACPER,SOKALO,25-01-2016
MIKOŁAJ,PRZEMYSŁAW,CZUBAŁA,11-02-1933
ADRIAN,ANDRZEJ,ŻYTKA,22-12-1992
MYKOLA,KRZYSZTOF,MORRIS,02-10-2002
ANDRZEJ,ANTONI,JAGODZIŃSKI,30-11-1935
MYRON,WŁODZIMIERZ,KOZAK,27-03-2020
OLEKSANDR,TOMASZ,KOPEĆ,06-05-1949
DOMINIK,KRYSTIAN,STACH,30-11-1960
KAZIMIERZ,ANTONI,KISZKO,12-06-1944
JAN,JAN,PASEK,02-07-1941
MACIEJ,ANDRZEJ,KORZENIOWSKI,26-05-1993
MICHAŁ,EUGENIUSZ,ODWROT,08-08-1954
JAKUB,WOJCIECH,SKIBIŃSKI,22-08-2022
ROMAN,ADRIAN,SUCHET,09-07-1960
MATVII,DARIUSZ,LOVELL,14-12-2016
STANISŁAW,ANDRZEJ,SZWARLIK,18-03-2021
MIECZYSŁAW,ZDZISŁAW,GALIK,27-03-1981
ANDRZEJ,ANDRZEJ,MARKOWSKI,01-09-1972
DENYS,KAZIMIERZ,JURCZYK,14-02-1958
KONRAD,WOJCIECH,KAPELCZAK,17-01-1988
MAKSYMILIAN,ROBERT,ZDUNEK,28-02-1975
MIŁOSZ,PIOTR,DUDZIŃSKI,05-10-1941
MIECZYSŁAW,WIESŁAW,GRZESIAK,18-10-1964
MARIUSZ,STANISŁAW,JANUSZKIEWICZ,25-10-1924
DAMIAN,ANDRZEJ,BIESIADA,25-04-1949
JAKUB,KAROL,SZYMAŃSKI,05-04-1999
YURII,MAURYCY,GOCEK,14-11-1964
PIOTR,ŁUKASZ,PALACZ,14-02-1964
VALENTYN,RYSZARD,NIERADKA,01-07-1982
GRZEGORZ,DAMIAN,BRONIEWICZ,08-10-1961
RAFFAELE,JAN,HORDIICHUK,16-07-1979
YEVHEN,ANDRZEJ,CZARNOMSKI,06-03-1965
MIKOŁAJ,WILHELM,DOMAGAŁA,25-05-1983
JAKUB,JAN,GAŁĄZKA,16-09-1964
JAKUB,FRANCISZEK,BŁONIEWSKI,20-08-1997
JÓZEF,PAWEŁ,STASIAK,02-12-2021
MARIUSZ,MAREK,WOJCIECHOWSKI,23-12-2015
ZDZISŁAW,PIOTR,KLUGIEWICZ,10-05-2006
STANISŁAW,ARTUR,KAJ,06-03-1995
ZYGMUNT,ŁUKASZ,KOCIELSKI,30-09-2019
JAROSŁAW,TADEUSZ,WACHOWSKI,23-05-1944
JAKUB,ADAM,DUNDA,16-10-1994
MATEUSZ,ZBIGNIEW,WOŹNY,17-05-1973
TOMASZ,GRZEGORZ,SAWICKI,07-04-2003
EDWARD,MAREK,LIPSKI,09-11-2004
KAMIL,ZBIGNIEW,MIELESZKIEWICZ,03-04-1933
MICHAŁ,AMADEUSZ,KOGUT,23-02-1981
ADAM,JANUSZ,SZYMANOWSKI,30-01-1954
DOMINIK,KAROL,KARBOWNIK,12-06-1969
SZYMON,WIKTOR,LUBELSKI,05-12-2008
BARTOSZ,PATRYK,NIEDŹWIECKI,10-08-1955
EUGENIUSZ,MAKSYMILIAN,NIEZABITOWSKI,26-01-1979
FILIP,JULIAN,SMUSZ,29-05-1944
FILIP,KAZIMIERZ,ŻELAZNY,02-11-1954
SZYMON,SEWERYN,SALAMONIK,12-03-2017
